"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"1018","Lesbia nuna","LESNUN01, LESNUN02, SETAUD24","","Lesbia nuna","Trochilidae","Apodiformes",6,2,3,1,5,17.9,13,2.4,1.9,5.2,51.7,31.5,19.1,62.1,72.6,3.7,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Nectarivore","Aerial","-17.420000000000002","5.67","-7.35","-76.05396897","251932.1","Extant",2739,"Lesbia nuna","Lesbia_nuna","Trochilidae","Hummingbirds","Hummingbirds","Green-tailed Trainbearer","bow02739","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1019","Lesbia victoriae","TROAED20","","Lesbia victoriae","Trochilidae","Apodiformes",5,0,4,1,4,18.6,13.8,2.6,2.1,5.8,58.6,37.1,21,63.8,91.8,5,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Nectarivore","Aerial","-14.33","7.29","-6.52","-75.900107730000002","197489.26","Extant",2738,"Lesbia victoriae","Lesbia_victoriae","Trochilidae","Hummingbirds","Hummingbirds","Black-tailed Trainbearer","bow02738","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"1020","Leucophaeus scoresbii","LARSCO01","Anja3D","Leucophaeus scoresbii","Laridae","Charadriiformes",5,2,3,0,4,43.9,15,7.7,15.6,46.5,323,170,154,52.5,128.6,523.5,"Dunning","NA","NO","NA","NA","Marine","3","2","Omnivore","Omnivore","Terrestrial","-56.62","-41.27","-51.22","-69.498617679999995","472286.97","Extant",4367,"Leucophaeus scoresbii","Leucophaeus_scoresbii","Lari","Gulls, Terns, Auks, Crab Plover","Gulls, Terns, Auks, Crab Plover","Dolphin Gull","bow04367","LC","BL3","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1021","Leucosticte australis","PASILI01, COLBF04, CATUST14, JUHYE05, SETCOR05, CB1, COLBF03, COLBF25","","Leucosticte australis","Fringillidae","Passeriformes",5,2,3,0,4,13.6,9.4,6.3,7.9,19.5,103,35.4,67.8,34.3,71.4,26.6,"Dunning","NA","NO","NA","NA","Grassland","3","3","Herbivore","Granivore","Terrestrial","35.729999999999997","40.98","38.67","-106.518289","15523.5","Extant",12357,"Leucosticte australis","Leucosticte_australis","P10","Finches, Allies","Finches, Allies","Brown-capped Rosy-finch","bow12357","LC","BL3","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1022","Lichenostomus chrysops","LICHRYS01","","Lichenostomus chrysops","Meliphagidae","Passeriformes",24,11,13,0,4,16.5,7.8,2.6,3.3,18.2,78.1,15,62,19.5,67.1,17.3,"Dunning","NA","NO","NA","NA","Forest","2","3","Herbivore","Omnivore","Insessorial","-39.68","-15.09","-30.25","146.6873713","1457474.72","Extant",7373,"Lichenostomus chrysops","Lichenostomus_chrysops","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Yellow-faced Honeyeater","bow07373","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1023","Lichenostomus frenatus","LICFRE01, LICFRE03, LICFRE02, SCEDEN01","AP45, LICFRE03, AP46, AP72","Lichenostomus frenatus","Meliphagidae","Passeriformes",15,8,6,1,8,25.8,12,3.4,4.8,24.2,99.7,19.3,79,19.6,83.6,34.11,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-19.97","-15","-17.760000000000002","145.6200312","58164.639999999999","Extant",7371,"Lichenostomus frenatus","Lichenostomus_frenatus","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Bridled Honeyeater","bow07371","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1024","Lichenostomus hindwoodi","PITKIR02","AP55","Lichenostomus hindwoodi","Meliphagidae","Passeriformes",7,5,2,0,0,20.2,12,2.9,4,20.6,85.8,19.3,79,19.6,69.2,22.89,"Dunning","NA","YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Lichenostomus frenatus","Forest","1","1","Herbivore","Omnivore","Insessorial","-21.28","-20.87","-21.09","148.50958170000001","933.44","Extant",7372,"Lichenostomus hindwoodi","Lichenostomus_hindwoodi","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Eungella Honeyeater","bow07372","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1025","Lichenostomus ornatus","MYZCAL02, CLIPIC01","","Lichenostomus ornatus","Meliphagidae","Passeriformes",13,4,9,0,4,15.9,6.2,2.6,3.3,19.1,81.5,20,60,25.1,67.8,17.63,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Insessorial","-38.07","-28.77","-32.9","132.4140759","1105315.8899999999","Extant",7387,"Lichenostomus ornatus","Lichenostomus_ornatus","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Yellow-plumed Honeyeater","bow07387","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1026","Lichenostomus unicolor","LICVER08, MALMEL01, LICUNI01","RBFW01, WGH01","Lichenostomus unicolor","Meliphagidae","Passeriformes",20,9,11,0,4,23,11.3,3.2,4.5,24.6,94.7,13.4,83.8,13.8,78,30.7,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Omnivore","Insessorial","-21.4","-10.59","-16.309999999999999","135.25535310000001","1189196.6100000001","Extant",7378,"Lichenostomus unicolor","Lichenostomus_unicolor","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","White-gaped Honeyeater","bow07378","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1027","Lichenostomus versicolor","LICVER07, LICVER08","","Lichenostomus versicolor","Meliphagidae","Passeriformes",14,6,8,0,4,25,11.9,3.6,4.7,25,99.9,16.1,78.4,17,84.5,36.65,"Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Omnivore","Insessorial","-19.5","0.04","-10.51","142.87877090000001","161900.97","Extant",7374,"Lichenostomus versicolor","Lichenostomus_versicolor","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Varied Honeyeater","bow07374","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1028","Lichenostomus virescens","GAVVIR02, CLIPIC01, GAVVIR01","","Lichenostomus virescens","Meliphagidae","Passeriformes",20,10,10,0,4,19.6,9.3,3.1,3.9,22.6,90.9,16.4,73.6,18.2,81.2,23.33,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Invertivore","Insessorial","-38.86","-11.12","-25.8","133.90921990000001","7306702.4400000004","Extant",7376,"Lichenostomus virescens","Lichenostomus_virescens","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Singing Honeyeater","bow07376","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1029","Lichmera incana","ZOSFLA04, MYZCAL02","SAN007H,TAN002H, GTP1","Lichmera incana","Meliphagidae","Passeriformes",5,2,3,0,4,23.2,11,3.1,3.7,20.5,73,12.6,59.2,17.6,62.6,13.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Nectarivore","Insessorial","-22.71","-15.88","-20.41","166.22825549999999","24110.3","Extant",7344,"Lichmera incana","Lichmera_incana","BC7","Honeyeaters","Honeyeaters, Thornbills, Bristlebirds, Australasian Wrens, Allies","Dark-brown Honeyeater","bow07344","LC","BL3","Meliphagidae","Honeyeaters",117,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1030","Limnornis curvirostris","COLL4","12","Limnornis curvirostris","Furnariidae","Passeriformes",10,1,7,2,4,23.5,15.2,3.5,4.7,25.5,69.9,10,59.9,14.3,67.7,28.6,"Dunning","NA","NO","NA","NA","Wetland","3","1","Carnivore","Invertivore","Insessorial","-38.409999999999997","-29.33","-33.549999999999997","-56.580101599999999","217435.32","Extant",6800,"Limnornis curvirostris","Limnornis_curvirostris","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Curve-billed Reedhaunter","bow06800","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1031","Limosa lapponica","BTGOD01, SDLG01, ORW1","","Limosa lapponica","Scolopacidae","Charadriiformes",10,5,5,0,4,92.5,75.1,5.4,8.1,53.2,210.1,117.8,90.3,56.6,74,291.65,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","59.8","75.260000000000005","69.14","73.385981999999998","1469087.3","Extant",4076,"Limosa lapponica","Limosa_lapponica","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Bar-tailed Godwit","bow04076","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1032","Linurgus olivaceus","LINOLI01, GRW06","P16","Linurgus olivaceus","Fringillidae","Passeriformes",21,6,15,0,12,15.3,10.7,6.6,8.1,18.2,72.5,15,57.3,20.8,48,20.3,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Granivore","Insessorial","-10.83","7.58","-2.36","30.02722851","220044.21","Extant",12310,"Linurgus olivaceus","Linurgus_olivaceus","P10","Finches, Allies","Finches, Allies","Oriole Finch","bow12310","LC","BL3","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1033","Lipaugus vociferans","LIPVOC01","","Lipaugus vociferans","Cotingidae","Passeriformes",9,4,5,0,4,26.9,13.8,8,7.3,21.4,123.1,20.9,102.1,16.9,110.2,75.42,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Frugivore","Insessorial","-20.88","10.58","-4.5999999999999996","-61.633441089999998","7063057.9199999999","Extant",6295,"Lipaugus vociferans","Lipaugus_vociferans","Cotingidae","Cotingas","Cotingas","Screaming Piha","bow06295","LC","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1034","Lochmias nematura","ANAPAR01, TURFAL01, TROAED20","AUTOCH08","Lochmias nematura","Furnariidae","Passeriformes",29,10,13,6,8,23.9,14.4,3.2,4.2,24.6,68.6,7.8,60.9,11.4,49.8,22,"Dunning","NA","NO","NA","NA","Riverine","1","1","Carnivore","Invertivore","Terrestrial","-34.979999999999997","10.62","-20.52","-53.610617070000004","2648897.91","Extant",6817,"Lochmias nematura","Lochmias_nematura","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Sharp-tailed Streamcreeper","bow06817","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1035","Locustella fasciolata","PHYBOR04","","Locustella fasciolata","Sylviidae","Passeriformes",5,2,3,0,4,19.8,11.2,3.3,4.3,26.3,79.2,20.6,57.6,26.3,68.4,27.14,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Insessorial","41.43","59.1","53.16","115.9983028","3718939.31","Extant",10781,"Locustella fasciolata","Locustella_fasciolata","S11","Old World Warblers I","Old World Warblers I","Gray's Grasshopper-warbler","bow10781","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1036","Locustella luscinioides","WW4, COLL1, MW1, GRW04, GRW06","","Locustella luscinioides","Sylviidae","Passeriformes",15,4,11,0,4,15.6,8.1,2.7,3,20.8,70.2,21.2,49.2,30.1,54.2,13.89,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Invertivore","Generalist","32","60.84","47.96","39.13619834","4698320.6900000004","Extant",10780,"Locustella luscinioides","Locustella_luscinioides","S11","Old World Warblers I","Old World Warblers I","Savi's Warbler","bow10780","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1037","Locustella naevia","BT2, SW2, WW2, GRW09","","Locustella naevia","Sylviidae","Passeriformes",15,4,9,2,4,14.7,7.3,2.6,2.9,20,64.1,16.3,47.9,25.4,56.5,13.3,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Generalist","38.770000000000003","65.84","52.97","43.227649360000001","7984518.2000000002","Extant",10775,"Locustella naevia","Locustella_naevia","S11","Old World Warblers I","Old World Warblers I","Common Grasshopper-warbler","bow10775","LC","BL3","Sylviidae","Old World warblers",161,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1038","Lonchura bicolor","CRIRUF04, LONBIC01","L_CRIRUF04, H_LONBIC01","Lonchura bicolor","Estrildidae","Passeriformes",13,6,7,0,4,10.4,8.4,5.7,7.2,12.4,48.7,10.3,38.3,21.3,33.3,9.9,"Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Insessorial","NA","NA","NA","NA","NA","Extant",12168,"Lonchura bicolor","Lonchura_bicolor","P7","Waxbills, Allies","Weavers, Waxbills, Allies","Black-and-white Munia","bow12168","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1039","Lonchura cucullata","AFR025, AFR057, LONCUC02, LONCUC01, BUL07, GRW09, LAMPUR03","H_LONCUC02, H_LONCUC01, P_GRW09","Lonchura cucullata","Estrildidae","Passeriformes",21,8,8,5,8,9.6,6.9,5.2,6.3,12.7,48.4,10.4,38.1,21.4,31.3,8.99,"Dunning","NA","NO","NA","NA","Woodland","2","1","Herbivore","Granivore","Terrestrial","-34.049999999999997","15.69","-3.72","21.482149870000001","8668523.9399999995","Extant",12167,"Lonchura cucullata","Lonchura_cucullata","P7","Waxbills, Allies","Weavers, Waxbills, Allies","Bronze Munia","bow12167","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1040","Lonchura malabarica","GRW04","P-LIN9","Lonchura malabarica","Estrildidae","Passeriformes",5,2,3,0,4,10.3,8.2,6.4,7,13.5,54.3,12.6,41.6,23.2,52.4,12,"Dunning","NA","NO","NA","NA","Grassland","3","1","Herbivore","Granivore","Terrestrial","5.92","35.130000000000003","23.36","75.355991349999996","3311814.33","Extant",12174,"Lonchura malabarica","Lonchura_malabarica","P7","Waxbills, Allies","Weavers, Waxbills, Allies","White-throated Munia","bow12174","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1041","Lonchura malacca","GRW04, ZOSFLA04","P15, SAN007H,TAN002H","Lonchura malacca","Estrildidae","Passeriformes",8,2,3,3,4,12.2,8.3,7,8.1,17.1,54.7,13.6,42,24.4,37.8,12.6,"Dunning","NA","NO","NA","NA","Wetland","3","1","Herbivore","Granivore","Insessorial","5.92","24.56","17.61","79.147580039999994","573511.14","Extant",12186,"Lonchura malacca","Lonchura_malacca","P7","Waxbills, Allies","Weavers, Waxbills, Allies","Tricoloured Munia","bow12186","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1042","Lonchura punctulata","BT8, GRW04, LONPUN01, LONPUN02, PYCCAF01","P30, P15, LOPUN01, LOPUN02, PYCAFF01","Lonchura punctulata","Estrildidae","Passeriformes",31,4,9,18,12,11.8,8.8,6.7,7.5,14,52.6,11.9,42.4,22,39,13.6,"Dunning","NA","NO","NA","NA","Grassland","2","1","Herbivore","Granivore","Generalist","-10.94","35.69","18.7","96.888483019999995","7189322.5800000001","Extant",12181,"Lonchura punctulata","Lonchura_punctulata","P7","Waxbills, Allies","Weavers, Waxbills, Allies","Scaly-breasted Munia","bow12181","LC","BL3","Estrildidae","Waxbills, grass finches, munias and allies",169,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1043","Lophophorus impejanus","SGS1, GRW11","Z73","Lophophorus impejanus","Phasianidae","Galliformes",5,2,3,0,4,53.3,31.5,17.3,15.3,69.3,286.2,60.1,224.7,21.1,203,2066.51,"Dunning","NA","NO","NA","NA","Forest","3","1","Herbivore","Omnivore","Terrestrial","27","36.880000000000003","30.81","83.112403270000001","480828.14","Extant",358,"Lophophorus impejanus","Lophophorus_impejanus","Phasianidae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Himalayan Monal","bow00358","LC","BL3","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1044","Lophorina superba","SIAMEX01","","Lophorina superba","Paradisaeidae","Passeriformes",10,2,8,0,4,29.2,18.5,6.3,7.6,31.7,126.2,21.9,104.3,17.3,87,76.66,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-10.27","-0.5","-5.32","141.893756","160974.68","Extant",8172,"Lophorina superba","Lophorina_superba","CC8","Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Superb Bird-of-paradise","bow08172","LC","BL3","Paradisaeidae","Birds of paradise",149,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1045","Lophotriccus eulophotes","PADOM09","","Lophotriccus eulophotes","Tyrannidae","Passeriformes",5,0,1,4,1,11,7.1,3.9,2.9,14.9,46.6,8.1,38.5,17.4,38.4,6,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-12.82","-7.42","-9.61","-69.59437819","328683.83","Extant",5958,"Lophotriccus eulophotes","Lophotriccus_eulophotes","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Long-crested Pygmy-tyrant","bow05958","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1046","Lophotriccus galeatus","COLPAS04","","Lophotriccus galeatus","Tyrannidae","Passeriformes",4,2,2,0,4,11.8,7,3.8,3,15.3,42.5,7.3,35.2,17.2,36.5,6.6,"Dunning","NA","NO","NA","NA","Human Modified","2","1","Carnivore","Invertivore","Insessorial","-10.09","10.77","0.99","-60.137552769999999","2884993.06","Extant",5959,"Lophotriccus galeatus","Lophotriccus_galeatus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Helmeted Pygmy-tyrant","bow05959","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1047","Lophotriccus pileatus","BAEBIC02, TROAED20","","Lophotriccus pileatus","Tyrannidae","Passeriformes",7,0,2,5,5,13.2,6.6,3.6,2.8,15.1,48.9,7.6,41.3,15.7,39.3,7.47,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-14.45","15.64","-1.34","-75.6441114","475468.12","Extant",5956,"Lophotriccus pileatus","Lophotriccus_pileatus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Scale-crested Pygmy-tyrant","bow05956","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"1048","Loxia curvirostra","SPIPAS01, GRW02, SGS1, SISKIN1, COLL4, CB1, MOLATE01, LAIRI01","","Loxia curvirostra","Fringillidae","Passeriformes",17,8,9,0,4,19,16.1,6.8,11.4,16.6,96,36,59.6,37.6,57.3,38.29,"Dunning","NA","NO","NA","NA","Forest","1","2","Herbivore","Granivore","Insessorial","11.48","69.64","52.38","24.367114690000001","22671334.66","Extant",12392,"Loxia curvirostra","Loxia_curvirostra","P10","Finches, Allies","Finches, Allies","Red Crossbill","bow12392","LC","BL3","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1049","Loxia leucoptera","CB1, ACAFLA02, TABI09, TRPIP2, LOXLEU02, LOXLEU04, ROFI6, TUMIG12, SPIARB01, TURDUS2, ACAFLA03, CARFLA03, SISKIN1, LOXLEU01, LOXLEU03","L.AK11, LOXLEU05, H.AK12","Loxia leucoptera","Fringillidae","Passeriformes",10,6,4,0,4,19.1,13.4,4.5,8.6,15.6,88.7,31.7,57.1,35.7,58.8,28.69,"Dunning","NA","NO","NA","NA","Forest","1","3","Herbivore","Omnivore","Insessorial","35.76","69.45","57.95","-3.8466352599999998","16098090.24","Extant",12397,"Loxia leucoptera","Loxia_leucoptera","P10","Finches, Allies","Finches, Allies","White-winged Crossbill","bow12397","LC","BL3","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1050","Loxigilla noctis","FRAG05, PADOM11, LOXVIO01, FRAG04, MAFUS02, PADOM09, LOXNOC01, ARRTAC01, LOXPOR01, COFLA01, ICTCAY01","8, 31, P6","Loxigilla noctis","Emberizidae","Passeriformes",5,2,2,1,4,13.9,8.6,4.8,7.4,19.9,68.8,12.2,55.8,18,50.4,16.63,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","11.99","18.38","15.49","-61.635543630000001","6167.16","Extant",13228,"Loxigilla noctis","Loxigilla_noctis","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Lesser Antillean Bullfinch","bow13228","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1051","Loxigilla portoricensis","LOXPOR01","Par_bird_sp_23","Loxigilla portoricensis","Emberizidae","Passeriformes",4,1,3,0,4,16.7,10.3,6.8,10.6,22,82.9,10.8,72,13.1,69.8,32.04,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Insessorial","17.93","18.52","18.23","-66.475869369999998","8774.42","Extant",13226,"Loxigilla portoricensis","Loxigilla_portoricensis","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Puerto Rican Bullfinch","bow13226","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1052","Loxigilla violacea","GRW04","P15","Loxigilla violacea","Emberizidae","Passeriformes",5,2,3,0,4,17.2,10.5,7.8,11.6,21.5,74.4,14.2,60,19.1,65.2,22.17,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Omnivore","Insessorial","17.47","26.92","19.47","-72.590735170000002","97899.28","Extant",13227,"Loxigilla violacea","Loxigilla_violacea","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Greater Antillean Bullfinch","bow13227","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1053","Luscinia calliope","PHSIB1","","Luscinia calliope","Muscicapidae","Passeriformes",5,2,3,0,4,16.2,8.9,3.4,3.7,28.8,78.2,17.7,59.8,22.8,63.4,18.5,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Terrestrial","32.229999999999997","70.06","57.27","112.34109960000001","10841460.619999999","Extant",9214,"Luscinia calliope","Luscinia_calliope","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Siberian Rubythroat","bow09214","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1054","Luscinia luscinia","LULU1, SW2, WW2, SGS1, PHSIB1, LINN1, LULU02, GRW11, TURDUS1, ROBIN1","","Luscinia luscinia","Muscicapidae","Passeriformes",17,8,9,0,4,17,8,3.4,3.9,26.5,89.2,26.6,62.6,29.9,68.2,23.8,"Dunning","NA","NO","NA","NA","Shrubland","1","3","Carnivore","Invertivore","Generalist","40.53","65.069999999999993","55.79","51.309603979999999","6890175.1600000001","Extant",9212,"Luscinia luscinia","Luscinia_luscinia","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Thrush Nightingale","bow09212","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1055","Luscinia megarhynchos","AFTRU4, LUME3, SFC8, LUME2, LINN1, SYAT02, ROBIN1, LUME1","H027","Luscinia megarhynchos","Muscicapidae","Passeriformes",13,6,7,0,4,16,8.8,3.5,3.7,26.4,84,23.2,61,27.6,68.2,19.6,"Dunning","NA","NO","NA","NA","Woodland","1","3","Carnivore","Invertivore","Generalist","28.13","54.49","43","34.695773109999998","6778462.1900000004","Extant",9213,"Luscinia megarhynchos","Luscinia_megarhynchos","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Common Nightingale","bow09213","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
