"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"1735","Saltator similis","MAFUS02, TARUF01, PADOM11","TARUF01, PADOM11","Saltator similis","Cardinalidae","Passeriformes",10,4,5,1,4,20.3,13.2,7.9,11.2,23.9,99.8,15,84.9,15.1,94,43.3,"Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Invertivore","Insessorial","-33.44","-10.54","-20.65","-51.923795130000002","3782501.25","Extant",13293,"Saltator similis","Saltator_similis","P19","Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Green-winged Saltator","bow13293","LC","BL3","Cardinalidae","Grosbeaks, saltators and allies",194,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1736","Sarcops calvus","SARCAL01, SARCAL02","33, 66","Sarcops calvus","Sturnidae","Passeriformes",5,2,2,1,4,29.5,17.8,7.7,9.1,31.1,124.7,26.9,98.8,21.4,113.1,142,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","5.05","18.899999999999999","11.82","123.13288009999999","253849.18","Extant",9545,"Sarcops calvus","Sarcops_calvus","M4","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Coleto","bow09545","LC","BL3","Sturnidae","Starlings",177,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1737","Sarcoramphus papa","NYCNYC01","","Sarcoramphus papa","Cathartidae","Accipitriformes",6,0,4,2,4,61.9,46,22.8,30.6,89.9,508.2,191.6,317.6,37.6,239,3400,"Dunning","NA","NO","NA","NA","Forest","3","1","Scavenger","Scavenger","Terrestrial","-34.909999999999997","21.62","-8.32","-59.619443629999999","14260256.210000001","Extant",5354,"Sarcoramphus papa","Sarcoramphus_papa","Cathartidae","New World Vultures","New World Vultures","King Vulture","bow05354","LC","BL3","Cathartidae","New World vultures",34,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1738","Sarkidiornis melanotos","BUL07","","Sarkidiornis melanotos","Anatidae","Anseriformes",9,4,5,0,8,53.5,33.6,22,18.2,53.8,318.2,133.3,179.4,42.7,107.6,2610,"Dunning","NA","NO","NA","NA","Wetland","3","1","Herbivore","Herbivore aquatic","Generalist","-33.770000000000003","31.62","-4.1900000000000004","1.9727225779999999","28376456.449999999","Extant",626,"Sarkidiornis melanotos","Sarkidiornis_melanotos","Anatinae","Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers","Comb Duck","bow00626","LC","BL3","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"1739","Saroglossa aurata","COLL4, GRW09, RECOB3","MDG_P17,MDG_P23, MDG_P03,MDG_P25, MDG_L11","Saroglossa aurata","Sturnidae","Passeriformes",6,1,5,0,4,21.4,12.9,4.8,4.6,21.4,99.2,29.2,69.8,29.5,77.3,40.5,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Frugivore","Insessorial","-25.2","-11.95","-18.489999999999998","47.066449300000002","409517.94","Extant",9493,"Saroglossa aurata","Saroglossa_aurata","M4","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Mockingbirds, Thrashers, Philippine Creepers, Starlings","Madagascar Starling","bow09493","LC","BL3","Sturnidae","Starlings",177,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1740","Sarothrura rufa","AFR118, PSEGRI01","","Sarothrura rufa","Rallidae","Gruiformes",5,2,3,0,4,13.6,5.3,2.4,4,24.3,77,10.9,66.4,14.1,45.4,37.68,"Dunning","NA","NO","NA","NA","Wetland","1","1","Carnivore","Aquatic predator","Terrestrial","-34.840000000000003","10.36","-9.18","24.478273720000001","4402555","Extant",3788,"Sarothrura rufa","Sarothrura_rufa","Rallidae","Rails, Finfoots","Rails, Finfoots","Red-chested Flufftail","bow03788","LC","BL3","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1741","Saxicola caprata","MONMER01, GALLUS01","","Saxicola caprata","Muscicapidae","Passeriformes",38,17,20,1,4,14.9,7.7,3.6,3.8,20.9,70.1,10.7,59.7,15.1,51.5,15.2,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Insessorial","-10.94","45.9","24.89","83.13464664","9769943","Extant",9339,"Saxicola caprata","Saxicola_caprata","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Pied Bushchat","bow09339","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1742","Saxicola rubetra","ROBIN1, DELURB5, RTSR1, HIICT1, GRW11, CWT9, BT2, SGS1, SW2, GRW09, WCH2, WW2, PHSIB1, REB7, PARUS1","","Saxicola rubetra","Muscicapidae","Passeriformes",17,8,9,0,4,14.7,8,3.6,3.8,22.3,76.5,20.4,55.9,26.7,47.3,16.6,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Insessorial","32.96","70.31","55.53","39.219305400000003","10238944.41","Extant",9328,"Saxicola rubetra","Saxicola_rubetra","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Whinchat","bow09328","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1743","Saxicola tectes","SATEC01, RECOB3","X","Saxicola tectes","Muscicapidae","Passeriformes",4,2,1,1,4,12.6,7.3,3.6,3.1,22.5,62.8,13.6,49.1,21.6,47.5,12.64,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-21.37","-20.86","-21.12","55.540119879999999","2541.14","Extant",9337,"Saxicola tectes","Saxicola_tectes","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Reunion Stonechat","bow09337","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1744","Saxicola torquatus","FOUMAD03, SYAT05, SGS1, SATOR01, GRW04, EMSPO06, RS4, GRW09, SATOR02","MDG_P04, H235, H011, P_Mosquito_132, SATO01, P_PV12, MDG_P28","Saxicola torquatus","Muscicapidae","Passeriformes",58,28,30,0,16,15.3,7.9,3.5,3.4,21.9,67.3,14,53.3,20.8,48.3,14.09,"Dunning","NA","NO","NA","NA","Shrubland","3","2","Carnivore","Invertivore","Insessorial","-34.840000000000003","69.66","42.7","78.188807359999998","32655980.34","Extant",9332,"Saxicola torquatus","Saxicola_torquatus","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Common Stonechat","bow09332","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"1745","Saxicoloides fulicatus","ACAGR2, SAXFUL02","H-LIN25, H-LIN33,H-LIN34","Saxicoloides fulicatus","Muscicapidae","Passeriformes",5,0,5,0,4,14.8,9.4,3.3,3.4,25.2,72,5.6,66.9,7.7,68.2,16.6,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","5.92","34.58","22.66","77.31184657","3270463.13","Extant",9285,"Saxicoloides fulicatus","Saxicoloides_fulicatus","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","Indian Robin","bow09285","LC","BL3","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1746","Sayornis nigricans","PHPAT01, SGS1","PHPAT01, SGS1","Sayornis nigricans","Tyrannidae","Passeriformes",23,10,10,3,4,18.1,9.9,5.9,4,17.4,86.3,19.4,68.9,22,77.2,18.63,"Dunning","NA","NO","NA","NA","Rock","2","1","Carnivore","Invertivore","Insessorial","-29.12","42.94","17.12","-95.452011040000002","2967593.66","Extant",6054,"Sayornis nigricans","Sayornis_nigricans","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Black Phoebe","bow06054","LC","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","1","1"
"1747","Scenopoeetes dentirostris","COLL2, SCEDEN01","AP21, AP72","Scenopoeetes dentirostris","Ptilonorhynchidae","Passeriformes",9,4,4,1,4,30.4,14.9,10.6,13.7,31.6,145,29.2,117,20,104.8,163.4,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-19.579999999999998","-15.68","-17.57","145.59191759999999","4997.7299999999996","Extant",7210,"Scenopoeetes dentirostris","Scenopoeetes_dentirostris","BC2","Australian Treecreepers, Bowerbirds","Australian Treecreepers, Bowerbirds","Tooth-billed Bowerbird","bow07210","LC","BL3","Ptilonorhynchidae","Bowerbirds",114,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"1748","Schiffornis turdina","SCHTUR01, SCHTUR02","","Schiffornis turdina","Cotingidae","Passeriformes",34,12,17,5,8,17.8,10.2,5.1,5.9,21.8,90,15.2,73.9,17,69.8,31.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-23.02","21.23","-2.78","-63.762605710000003","7996718.0199999996","Extant",6225,"Schiffornis turdina","Schiffornis_turdina","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Thrush-like Schiffornis","bow06225","LC","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1749","Schiffornis virescens","PADOM11","","Schiffornis virescens","Cotingidae","Passeriformes",5,2,3,0,4,13.9,8.6,3.8,4.5,21.4,80.2,12.5,67,15.7,64.2,25.6,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-30.99","-13.29","-22.19","-49.61624638","1662556.58","Extant",6226,"Schiffornis virescens","Schiffornis_virescens","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Greenish Schiffornis","bow06226","LC","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1750","Schistes geoffroyi","SALMAX03, TROAED18, TROAED20, CREVER01, TROAED02","ZONCAP015","Schistes geoffroyi","Trochilidae","Apodiformes",25,9,11,5,14,17.4,13,2.2,1.9,5,51.6,31.9,19.4,62.4,33.4,3.6,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Nectarivore","Aerial","-17.5","11.12","-3.45","-74.072633319999994","639938","Extant",2772,"Schistes geoffroyi","Schistes_geoffroyi","Trochilidae","Hummingbirds","Hummingbirds","Wedge-billed Hummingbird","bow02772","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"1751","Schistochlamys ruficapillus","SCHRUF01, EMPOBE02","","Schistochlamys ruficapillus","Thraupidae","Passeriformes",9,2,5,2,4,16,10,6.4,9.2,23.5,81,13.5,67.5,16.7,71.4,31.2,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Omnivore","Insessorial","-26","-1.84","-14.68","-46.567795420000003","2412337.0499999998","Extant",12821,"Schistochlamys ruficapillus","Schistochlamys_ruficapillus","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Cinnamon Tanager","bow12821","LC","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"1752","Schistocichla humaythae","MYRMAX01","","Schistocichla humaythae","Thamnophilidae","Passeriformes",8,4,4,0,4,21.5,12.7,4.6,5.2,25.6,68.4,6.3,63,9.2,53,25.69,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-11.47","-2.39","-5.67","-64.295718219999998","370620.41","Extant",19955,"Schistocichla humaythae","Schistocichla_humaythae","Thamnophilidae","Antbirds","Antbirds","Humaita Antbird","bow19955","LC","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1753","Schistocichla leucostigma","HYPSTR04","","Schistocichla leucostigma","Thamnophilidae","Passeriformes",10,4,6,0,5,21.9,12.3,4.5,4.9,26.2,66.1,6.3,60.8,9.5,56.4,25.69,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-14.05","7.99","-0.89","-65.662553779999996","2969595.64","Extant",6572,"Schistocichla leucostigma","Schistocichla_leucostigma","Thamnophilidae","Antbirds","Antbirds","Spot-winged Antbird","bow06572","LC","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1754","Schizoeaca helleri","ZOCAP08","","Schizoeaca helleri","Furnariidae","Passeriformes",13,1,3,9,7,15.3,8.8,2.5,3.2,23,52.6,6.5,46.2,12.3,97,15.3,"Dunning","NA","NO","NA","NA","Grassland","2","1","Carnivore","Invertivore","Insessorial","-15.22","-11.84","-13.38","-71.49115501","43369.93","Extant",6688,"Schizoeaca helleri","Schizoeaca_helleri","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Puna Thistletail","bow06688","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1755","Schoeniophylax phryganophilus","DENPET03","","Schoeniophylax phryganophilus","Furnariidae","Passeriformes",9,3,6,0,4,13.5,8.4,3.1,3.9,21.7,61.4,9.4,52.7,15.1,109.3,18.6,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-35.590000000000003","-4.51","-23.86","-57.37211396","2565832.9300000002","Extant",6691,"Schoeniophylax phryganophilus","Schoeniophylax_phryganophilus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Chotoy Spinetail","bow06691","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","1"
"1756","Sclerurus caudacutus","HELAUR01, SCLCAU02, CYCYA01, SCLCAU03, SCLCAU01","","Sclerurus caudacutus","Furnariidae","Passeriformes",17,4,8,5,4,23.9,15.6,4.2,4.9,22.6,90,15.7,74.7,17.4,63.4,36.23,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-21.21","8.44","-2.91","-62.627343080000003","5508699.6500000004","Extant",6874,"Sclerurus caudacutus","Sclerurus_caudacutus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-tailed Leaftosser","bow06874","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
"1757","Sclerurus mexicanus","SCLMEX01, SETAUD24, OCHLEU02","","Sclerurus mexicanus","Furnariidae","Passeriformes",16,3,13,0,4,24,18.1,3.6,4.2,21.9,79.1,10.3,68.8,13,57.2,25.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Terrestrial","-23.97","21.21","-3.51","-62.389060049999998","6362030.4000000004","Extant",6871,"Sclerurus mexicanus","Sclerurus_mexicanus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Tawny-throated Leaftosser","bow06871","LC","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","0","0"
